timestamp,price,action,previous_position,position,trade_size,gross_pnl,cost,net_pnl,equity
2019-12-02 18:59:00,26478.0,2,1,1,0,-250.0,0.0,-250.0,4479320.0
2019-12-02 19:00:00,26463.0,2,1,1,0,-750.0,0.0,-750.0,4478570.0
2019-12-02 19:01:00,26465.0,0,1,-1,2,-100.0,120.0,-220.0,4478350.0
2019-12-02 19:02:00,26469.0,2,-1,1,2,200.0,120.0,80.0,4478430.0
2019-12-02 19:03:00,26467.0,2,1,1,0,-100.0,0.0,-100.0,4478330.0
2019-12-02 19:04:00,26464.0,2,1,1,0,-150.0,0.0,-150.0,4478180.0
2019-12-02 19:05:00,26461.0,2,1,1,0,-150.0,0.0,-150.0,4478030.0
2019-12-02 19:06:00,26457.0,2,1,1,0,-200.0,0.0,-200.0,4477830.0
2019-12-02 19:07:00,26455.0,2,1,1,0,-100.0,0.0,-100.0,4477730.0
2019-12-02 19:08:00,26454.0,2,1,1,0,-50.0,0.0,-50.0,4477680.0
2019-12-02 19:09:00,26457.0,2,1,1,0,150.0,0.0,150.0,4477830.0
2019-12-02 19:10:00,26458.0,2,1,1,0,50.0,0.0,50.0,4477880.0
2019-12-02 19:11:00,26458.0,2,1,1,0,0.0,0.0,0.0,4477880.0
2019-12-02 19:12:00,26452.0,2,1,1,0,-300.0,0.0,-300.0,4477580.0
2019-12-02 19:13:00,26454.0,0,1,-1,2,-100.0,120.0,-220.0,4477360.0
2019-12-02 19:14:00,26442.0,2,-1,1,2,-600.0,120.0,-720.0,4476640.0
2019-12-02 19:15:00,26431.0,0,1,-1,2,550.0,120.0,430.0,4477070.0
2019-12-02 19:16:00,26433.0,0,-1,-1,0,-100.0,0.0,-100.0,4476970.0
2019-12-02 19:17:00,26434.0,2,-1,1,2,50.0,120.0,-70.0,4476900.0
2019-12-02 19:18:00,26433.0,2,1,1,0,-50.0,0.0,-50.0,4476850.0
2019-12-02 19:19:00,26433.0,2,1,1,0,0.0,0.0,0.0,4476850.0
2019-12-02 19:20:00,26433.0,2,1,1,0,0.0,0.0,0.0,4476850.0
2019-12-02 19:21:00,26433.0,2,1,1,0,0.0,0.0,0.0,4476850.0
2019-12-02 19:22:00,26429.0,2,1,1,0,-200.0,0.0,-200.0,4476650.0
2019-12-02 19:23:00,26427.0,2,1,1,0,-100.0,0.0,-100.0,4476550.0
2019-12-02 19:24:00,26428.0,2,1,1,0,50.0,0.0,50.0,4476600.0
2019-12-02 19:25:00,26430.0,2,1,1,0,100.0,0.0,100.0,4476700.0
2019-12-02 19:26:00,26429.0,2,1,1,0,-50.0,0.0,-50.0,4476650.0
2019-12-02 19:27:00,26428.0,2,1,1,0,-50.0,0.0,-50.0,4476600.0
2019-12-02 19:28:00,26429.0,2,1,1,0,50.0,0.0,50.0,4476650.0
2019-12-02 19:29:00,26428.0,2,1,1,0,-50.0,0.0,-50.0,4476600.0
2019-12-02 19:30:00,26427.0,2,1,1,0,-50.0,0.0,-50.0,4476550.0
2019-12-02 19:31:00,26424.0,2,1,1,0,-150.0,0.0,-150.0,4476400.0
2019-12-02 19:32:00,26415.0,2,1,1,0,-450.0,0.0,-450.0,4475950.0
2019-12-02 19:33:00,26408.0,2,1,1,0,-350.0,0.0,-350.0,4475600.0
2019-12-02 19:34:00,26401.0,2,1,1,0,-350.0,0.0,-350.0,4475250.0
2019-12-02 19:35:00,26404.0,2,1,1,0,150.0,0.0,150.0,4475400.0
2019-12-02 19:36:00,26402.0,0,1,-1,2,100.0,120.0,-20.0,4475380.0
2019-12-02 19:37:00,26406.0,2,-1,1,2,200.0,120.0,80.0,4475460.0
2019-12-02 19:38:00,26409.0,2,1,1,0,150.0,0.0,150.0,4475610.0
