trade_id,entry_time,exit_time,entry_price,exit_price,position,trade_pnl,balance_after_trade,initial_capital
3314,2020-02-21 10:17:00,2020-02-21 10:33:00,27230.0,27169.0,1,-2410.0,5265870.0,5000000.0
3315,2020-02-21 10:34:00,2020-02-21 10:36:00,27170.0,27197.0,1,540.0,5266400.0,5000000.0
3316,2020-02-21 10:43:00,2020-02-21 10:46:00,27227.0,27241.0,1,590.0,5267280.0,5000000.0
3317,2020-02-21 10:48:00,2020-02-21 10:49:00,27264.0,27253.0,1,-60.0,5268060.0,5000000.0
3318,2020-02-21 10:50:00,2020-02-21 10:51:00,27262.0,27239.0,-1,-60.0,5267490.0,5000000.0
3319,2020-02-21 10:52:00,2020-02-21 10:53:00,27227.0,27216.0,-1,-670.0,5267360.0,5000000.0
3320,2020-02-21 10:53:00,2020-02-21 11:03:00,27216.0,27266.0,1,1090.0,5268450.0,5000000.0
3321,2020-02-21 11:09:00,2020-02-21 11:14:00,27298.0,27300.0,1,-160.0,5268680.0,5000000.0
3322,2020-02-21 11:15:00,2020-02-21 11:24:00,27298.0,27304.0,1,290.0,5268810.0,5000000.0
3323,2020-02-21 11:26:00,2020-02-21 11:28:00,27303.0,27327.0,1,840.0,5269490.0,5000000.0
3324,2020-02-21 11:33:00,2020-02-21 13:02:00,27322.0,27345.0,1,90.0,5269220.0,5000000.0
3325,2020-02-21 13:05:00,2020-02-21 13:06:00,27325.0,27329.0,-1,80.0,5269340.0,5000000.0
3326,2020-02-21 13:06:00,2020-02-21 13:13:00,27329.0,27353.0,1,1140.0,5270480.0,5000000.0
3327,2020-02-21 13:15:00,2020-02-21 14:02:00,27330.0,27277.0,1,-2510.0,5267610.0,5000000.0
3328,2020-02-21 14:03:00,2020-02-21 15:17:00,27288.0,27239.0,1,-2860.0,5265240.0,5000000.0
3329,2020-02-21 15:19:00,2020-02-21 15:20:00,27227.0,27230.0,-1,30.0,5265360.0,5000000.0
3330,2020-02-21 15:20:00,2020-02-21 16:05:00,27230.0,27203.0,1,-960.0,5264400.0,5000000.0
3331,2020-02-21 16:06:00,2020-02-21 16:16:00,27193.0,27193.0,1,-160.0,5263680.0,5000000.0
3332,2020-02-21 16:17:00,2020-02-24 09:17:00,27198.0,27020.0,1,-9260.0,5254610.0,5000000.0
3333,2020-02-24 09:19:00,2020-02-24 09:31:00,27004.0,26974.0,1,-1960.0,5251390.0,5000000.0
3334,2020-02-24 09:32:00,2020-02-24 09:33:00,26982.0,26962.0,1,-60.0,5251670.0,5000000.0
